Sample Date,Site,SARS-Cov-2 normalized viral signal,Avg SARS-Cov-2 normalized viral signal
14-Mar-22,Ashbridges Bay,,26.869
14-Mar-22,Highland Creek,,38.54
14-Mar-22,Humber,125.117,180.899
15-Mar-22,Ashbridges Bay,39.38,32.855
15-Mar-22,Highland Creek,,42.048
15-Mar-22,Humber,131.145,118.031
16-Mar-22,Ashbridges Bay,,32.855
16-Mar-22,Highland Creek,170.311,84.802
16-Mar-22,Humber,153.658,122.652
17-Mar-22,Ashbridges Bay,106.867,57.332
17-Mar-22,Highland Creek,,84.802
17-Mar-22,Humber,112.561,120.623
18-Mar-22,Ashbridges Bay,,57.332
18-Mar-22,Highland Creek,,84.802
18-Mar-22,Humber,536.384,211.773
19-Mar-22,Ashbridges Bay,,57.332
19-Mar-22,Highland Creek,164.254,118.28
19-Mar-22,Humber,,211.773
20-Mar-22,Ashbridges Bay,51.292,65.846
20-Mar-22,Highland Creek,,167.282
20-Mar-22,Humber,,211.773
21-Mar-22,Ashbridges Bay,,65.846
21-Mar-22,Highland Creek,84.798,139.788
21-Mar-22,Humber,349.061,256.562
22-Mar-22,Ashbridges Bay,58.379,72.179
22-Mar-22,Highland Creek,,139.788
22-Mar-22,Humber,79.808,246.294
23-Mar-22,Ashbridges Bay,,72.179
23-Mar-22,Highland Creek,80.022,109.691
23-Mar-22,Humber,202.554,256.074
24-Mar-22,Ashbridges Bay,99.726,69.799
24-Mar-22,Highland Creek,,109.691
24-Mar-22,Humber,297.234,293.008
25-Mar-22,Ashbridges Bay,,69.799
25-Mar-22,Highland Creek,,109.691
25-Mar-22,Humber,300.292,245.79
26-Mar-22,Ashbridges Bay,,69.799
26-Mar-22,Highland Creek,108.438,91.086
26-Mar-22,Humber,,245.79
27-Mar-22,Ashbridges Bay,56.372,71.493
27-Mar-22,Highland Creek,,91.086
27-Mar-22,Humber,,245.79
28-Mar-22,Ashbridges Bay,,71.493
28-Mar-22,Highland Creek,126.563,105.008
28-Mar-22,Humber,324.13,240.803
29-Mar-22,Ashbridges Bay,60.868,72.322
29-Mar-22,Highland Creek,,105.008
29-Mar-22,Humber,1085.236,441.889
30-Mar-22,Ashbridges Bay,,72.322
30-Mar-22,Highland Creek,237.006,157.336
30-Mar-22,Humber,401.529,481.684
31-Mar-22,Ashbridges Bay,233.759,117
31-Mar-22,Highland Creek,,157.336
31-Mar-22,Humber,195.196,461.277
1-Apr-22,Ashbridges Bay,,117
1-Apr-22,Highland Creek,,157.336
1-Apr-22,Humber,438.334,488.885
2-Apr-22,Ashbridges Bay,,117
2-Apr-22,Highland Creek,243.157,202.242
2-Apr-22,Humber,,488.885
3-Apr-22,Ashbridges Bay,150.829,148.485
3-Apr-22,Highland Creek,,202.242
3-Apr-22,Humber,,488.885
4-Apr-22,Ashbridges Bay,,148.485
4-Apr-22,Highland Creek,496.608,325.59
4-Apr-22,Humber,180.699,460.199
5-Apr-22,Ashbridges Bay,229.601,204.73
5-Apr-22,Highland Creek,,325.59
5-Apr-22,Humber,1088.79,460.91
6-Apr-22,Ashbridges Bay,,204.73
6-Apr-22,Highland Creek,547.83,429.198
6-Apr-22,Humber,254.177,431.439
7-Apr-22,Ashbridges Bay,194.571,191.667
7-Apr-22,Highland Creek,,429.198
7-Apr-22,Humber,391.668,470.733
8-Apr-22,Ashbridges Bay,,191.667
8-Apr-22,Highland Creek,,429.198
8-Apr-22,Humber,575.402,498.147
9-Apr-22,Ashbridges Bay,,191.667
9-Apr-22,Highland Creek,805.251,616.563
9-Apr-22,Humber,,498.147
10-Apr-22,Ashbridges Bay,250.92,225.031
10-Apr-22,Highland Creek,,616.563
10-Apr-22,Humber,,498.147
11-Apr-22,Ashbridges Bay,,225.031
11-Apr-22,Highland Creek,828.707,727.263
11-Apr-22,Humber,29.705,467.948
12-Apr-22,Ashbridges Bay,195.039,213.51
12-Apr-22,Highland Creek,,727.263
12-Apr-22,Humber,688.501,387.89
13-Apr-22,Ashbridges Bay,,213.51
13-Apr-22,Highland Creek,794.752,809.57
13-Apr-22,Humber,468.741,430.803
14-Apr-22,Ashbridges Bay,165.803,203.92
14-Apr-22,Highland Creek,,809.57
14-Apr-22,Humber,1120.784,576.627
15-Apr-22,Ashbridges Bay,,203.92
15-Apr-22,Highland Creek,,809.57
15-Apr-22,Humber,332.213,527.989
16-Apr-22,Ashbridges Bay,,203.92
16-Apr-22,Highland Creek,438.207,687.222
16-Apr-22,Humber,,527.989
17-Apr-22,Ashbridges Bay,98.872,153.238
17-Apr-22,Highland Creek,,687.222
17-Apr-22,Humber,,527.989
18-Apr-22,Ashbridges Bay,,153.238
18-Apr-22,Highland Creek,,616.479
18-Apr-22,Humber,284.734,578.995
19-Apr-22,Ashbridges Bay,138.841,134.505
19-Apr-22,Highland Creek,465.793,566.25
19-Apr-22,Humber,234.596,488.214
20-Apr-22,Ashbridges Bay,,134.505
20-Apr-22,Highland Creek,418.31,440.77
20-Apr-22,Humber,80.862,410.638
21-Apr-22,Ashbridges Bay,311.933,183.215
21-Apr-22,Highland Creek,,440.77
21-Apr-22,Humber,183.588,223.199
22-Apr-22,Ashbridges Bay,,183.215
22-Apr-22,Highland Creek,,440.77
22-Apr-22,Humber,576.949,272.146
23-Apr-22,Ashbridges Bay,,183.215
23-Apr-22,Highland Creek,799.731,561.278
23-Apr-22,Humber,,272.146
24-Apr-22,Ashbridges Bay,165.618,205.464
24-Apr-22,Highland Creek,313.083,499.229
24-Apr-22,Humber,,272.146
25-Apr-22,Ashbridges Bay,,205.464
25-Apr-22,Highland Creek,,499.229
25-Apr-22,Humber,450.785,305.356
26-Apr-22,Ashbridges Bay,135.431,204.328
26-Apr-22,Highland Creek,346.848,469.493
26-Apr-22,Humber,205.156,299.468
27-Apr-22,Ashbridges Bay,,204.328
27-Apr-22,Highland Creek,528.018,496.92
27-Apr-22,Humber,405.43,364.382
28-Apr-22,Ashbridges Bay,85.454,128.835
28-Apr-22,Highland Creek,,496.92
28-Apr-22,Humber,111.776,350.019
29-Apr-22,Ashbridges Bay,,128.835
29-Apr-22,Highland Creek,,496.92
29-Apr-22,Humber,230.34,280.697
30-Apr-22,Ashbridges Bay,,128.835
30-Apr-22,Highland Creek,213.806,350.439
30-Apr-22,Humber,,280.697
1-May-22,Ashbridges Bay,132.499,117.795
1-May-22,Highland Creek,,362.891
1-May-22,Humber,,280.697
2-May-22,Ashbridges Bay,,117.795
2-May-22,Highland Creek,523.121,402.948
2-May-22,Humber,115.295,213.599
3-May-22,Ashbridges Bay,84.12,100.691
3-May-22,Highland Creek,,421.648
3-May-22,Humber,327.923,238.153
4-May-22,Ashbridges Bay,,100.691
4-May-22,Highland Creek,438.788,391.905
4-May-22,Humber,90.286,175.124
5-May-22,Ashbridges Bay,147.422,121.347
5-May-22,Highland Creek,,391.905
5-May-22,Humber,511.759,255.121
6-May-22,Ashbridges Bay,,121.347
6-May-22,Highland Creek,,391.905
6-May-22,Humber,210.993,251.251
7-May-22,Ashbridges Bay,,121.347
7-May-22,Highland Creek,400.857,454.255
7-May-22,Humber,,251.251
8-May-22,Ashbridges Bay,57.459,96.334
8-May-22,Highland Creek,,454.255
8-May-22,Humber,,251.251
9-May-22,Ashbridges Bay,,96.334
9-May-22,Highland Creek,402.441,414.029
9-May-22,Humber,245.695,277.331
10-May-22,Ashbridges Bay,93.683,99.522
10-May-22,Highland Creek,,414.029
10-May-22,Humber,439.808,299.708
11-May-22,Ashbridges Bay,,99.522
11-May-22,Highland Creek,384.016,395.771
11-May-22,Humber,234.253,328.502
12-May-22,Ashbridges Bay,180.372,110.505
12-May-22,Highland Creek,,395.771
12-May-22,Humber,187.032,263.556
13-May-22,Ashbridges Bay,,110.505
13-May-22,Highland Creek,,395.771
13-May-22,Humber,154.901,252.338
14-May-22,Ashbridges Bay,,110.505
14-May-22,Highland Creek,299.273,361.91
14-May-22,Humber,,252.338
15-May-22,Ashbridges Bay,255.363,176.473
15-May-22,Highland Creek,,361.91
15-May-22,Humber,,252.338
16-May-22,Ashbridges Bay,,176.473
16-May-22,Highland Creek,643.276,442.188
16-May-22,Humber,173.458,237.89
17-May-22,Ashbridges Bay,52.39,162.708
17-May-22,Highland Creek,,442.188
17-May-22,Humber,419.247,233.778
18-May-22,Ashbridges Bay,,162.708
18-May-22,Highland Creek,165.715,369.421
18-May-22,Humber,187.425,224.413
19-May-22,Ashbridges Bay,65.25,124.334
19-May-22,Highland Creek,,369.421
19-May-22,Humber,115.667,210.14
20-May-22,Ashbridges Bay,,124.334
20-May-22,Highland Creek,,369.421
20-May-22,Humber,128.852,204.93
21-May-22,Ashbridges Bay,,124.334
21-May-22,Highland Creek,169.715,326.235
21-May-22,Humber,,204.93
22-May-22,Ashbridges Bay,46.516,54.719
22-May-22,Highland Creek,,326.235
22-May-22,Humber,,204.93
23-May-22,Ashbridges Bay,,54.719
23-May-22,Highland Creek,31.303,122.244
23-May-22,Humber,28.441,175.926
24-May-22,Ashbridges Bay,97.992,69.919
24-May-22,Highland Creek,,122.244
24-May-22,Humber,24.737,97.024
25-May-22,Ashbridges Bay,,69.919
25-May-22,Highland Creek,167.727,122.915
25-May-22,Humber,22.345,64.008
26-May-22,Ashbridges Bay,30.899,58.469
26-May-22,Highland Creek,,122.915
26-May-22,Humber,64.745,53.824
27-May-22,Ashbridges Bay,,58.469
27-May-22,Highland Creek,,122.915
27-May-22,Humber,27.804,33.614
28-May-22,Ashbridges Bay,,58.469
28-May-22,Highland Creek,61.81,86.947
28-May-22,Humber,,33.614
29-May-22,Ashbridges Bay,43.385,57.425
29-May-22,Highland Creek,,86.947
29-May-22,Humber,,33.614
30-May-22,Ashbridges Bay,,57.425
30-May-22,Highland Creek,68.233,99.257
30-May-22,Humber,23.659,32.658
31-May-22,Ashbridges Bay,122.67,65.652
31-May-22,Highland Creek,,99.257
31-May-22,Humber,152.507,58.212
1-Jun-22,Ashbridges Bay,,65.652
1-Jun-22,Highland Creek,179.992,103.345
1-Jun-22,Humber,96.972,73.137
2-Jun-22,Ashbridges Bay,63.463,76.506
2-Jun-22,Highland Creek,,103.345
2-Jun-22,Humber,46.99,69.586
3-Jun-22,Ashbridges Bay,,76.506
3-Jun-22,Highland Creek,,103.345
3-Jun-22,Humber,17.183,67.462
4-Jun-22,Ashbridges Bay,,76.506
4-Jun-22,Highland Creek,113.315,120.513
4-Jun-22,Humber,,67.462
5-Jun-22,Ashbridges Bay,28.342,71.492
5-Jun-22,Highland Creek,,120.513
5-Jun-22,Humber,,67.462
6-Jun-22,Ashbridges Bay,,71.492
6-Jun-22,Highland Creek,307.556,200.287
6-Jun-22,Humber,23.181,67.367
7-Jun-22,Ashbridges Bay,67.852,53.219
7-Jun-22,Highland Creek,,200.287
7-Jun-22,Humber,26.69,42.203
8-Jun-22,Ashbridges Bay,,53.219
8-Jun-22,Highland Creek,163.874,194.915
8-Jun-22,Humber,88.551,40.519
9-Jun-22,Ashbridges Bay,27.667,41.287
9-Jun-22,Highland Creek,,194.915
9-Jun-22,Humber,246.342,80.389
10-Jun-22,Ashbridges Bay,,41.287
10-Jun-22,Highland Creek,,194.915
10-Jun-22,Humber,58.266,88.606
11-Jun-22,Ashbridges Bay,,41.287
11-Jun-22,Highland Creek,175.398,215.609
11-Jun-22,Humber,,88.606
12-Jun-22,Ashbridges Bay,59.207,51.575
12-Jun-22,Highland Creek,,215.609
12-Jun-22,Humber,,88.606
13-Jun-22,Ashbridges Bay,,51.575
13-Jun-22,Highland Creek,79.68,139.65
13-Jun-22,Humber,52.406,94.451
14-Jun-22,Ashbridges Bay,58.368,48.414
14-Jun-22,Highland Creek,,139.65
14-Jun-22,Humber,39.862,97.085
15-Jun-22,Ashbridges Bay,,48.414
15-Jun-22,Highland Creek,102.478,119.185
15-Jun-22,Humber,117.605,102.896
16-Jun-22,Ashbridges Bay,58.511,58.695
16-Jun-22,Highland Creek,,119.185
16-Jun-22,Humber,115.302,76.688
17-Jun-22,Ashbridges Bay,,58.695
17-Jun-22,Highland Creek,,119.185
17-Jun-22,Humber,62.664,77.568
18-Jun-22,Ashbridges Bay,,58.695
18-Jun-22,Highland Creek,78.751,86.97
18-Jun-22,Humber,,77.568
19-Jun-22,Ashbridges Bay,131.581,82.82
19-Jun-22,Highland Creek,,86.97
19-Jun-22,Humber,,77.568
20-Jun-22,Ashbridges Bay,,82.82
20-Jun-22,Highland Creek,91.111,90.78
20-Jun-22,Humber,45.267,76.14
21-Jun-22,Ashbridges Bay,163.204,117.765
21-Jun-22,Highland Creek,,90.78
21-Jun-22,Humber,78.181,83.804
22-Jun-22,Ashbridges Bay,,117.765
22-Jun-22,Highland Creek,84.889,84.917
22-Jun-22,Humber,153.465,90.976
23-Jun-22,Ashbridges Bay,85.324,126.703
23-Jun-22,Highland Creek,,84.917
23-Jun-22,Humber,12.065,70.328
24-Jun-22,Ashbridges Bay,,126.703
24-Jun-22,Highland Creek,,84.917
24-Jun-22,Humber,53.501,68.496
25-Jun-22,Ashbridges Bay,,126.703
25-Jun-22,Highland Creek,313.019,163.007
25-Jun-22,Humber,,68.496
26-Jun-22,Ashbridges Bay,104.922,117.816
26-Jun-22,Highland Creek,,163.007
26-Jun-22,Humber,,68.496
27-Jun-22,Ashbridges Bay,,117.816
27-Jun-22,Highland Creek,120.591,172.833
27-Jun-22,Humber,94.615,78.365
28-Jun-22,Ashbridges Bay,222.374,137.54
28-Jun-22,Highland Creek,51.285,142.446
28-Jun-22,Humber,63.409,75.411
29-Jun-22,Ashbridges Bay,63.374,118.998
29-Jun-22,Highland Creek,,161.631
29-Jun-22,Humber,56.935,56.105
30-Jun-22,Ashbridges Bay,,130.223
30-Jun-22,Highland Creek,,161.631
30-Jun-22,Humber,316.665,117.025
1-Jul-22,Ashbridges Bay,,130.223
1-Jul-22,Highland Creek,,161.631
1-Jul-22,Humber,61.79,118.683
2-Jul-22,Ashbridges Bay,,130.223
2-Jul-22,Highland Creek,223.202,131.692
2-Jul-22,Humber,,118.683
3-Jul-22,Ashbridges Bay,160.85,148.866
3-Jul-22,Highland Creek,,131.692
3-Jul-22,Humber,,118.683
4-Jul-22,Ashbridges Bay,,148.866
4-Jul-22,Highland Creek,292.686,189.057
4-Jul-22,Humber,505.043,200.769
5-Jul-22,Ashbridges Bay,169.23,131.152
5-Jul-22,Highland Creek,,257.944
5-Jul-22,Humber,179.656,224.018
6-Jul-22,Ashbridges Bay,,165.04
6-Jul-22,Highland Creek,389.758,301.882
6-Jul-22,Humber,124.902,237.611
7-Jul-22,Ashbridges Bay,108.839,146.307
7-Jul-22,Highland Creek,,301.882
7-Jul-22,Humber,79.869,190.252
8-Jul-22,Ashbridges Bay,,146.307
8-Jul-22,Highland Creek,,301.882
8-Jul-22,Humber,62.829,190.46
9-Jul-22,Ashbridges Bay,,146.307
9-Jul-22,Highland Creek,125.91,269.451
9-Jul-22,Humber,,190.46
10-Jul-22,Ashbridges Bay,87.89,121.986
10-Jul-22,Highland Creek,,269.451
10-Jul-22,Humber,,190.46
11-Jul-22,Ashbridges Bay,,121.986
11-Jul-22,Highland Creek,226.968,247.545
11-Jul-22,Humber,66.66,102.783
12-Jul-22,Ashbridges Bay,78.23,91.653
12-Jul-22,Highland Creek,241.096,245.933
12-Jul-22,Humber,188.765,104.605
13-Jul-22,Ashbridges Bay,57.946,83.226
13-Jul-22,Highland Creek,434.095,257.017
13-Jul-22,Humber,199.86,119.597
14-Jul-22,Ashbridges Bay,67.078,72.786
14-Jul-22,Highland Creek,,257.017
14-Jul-22,Humber,28.978,109.419
15-Jul-22,Ashbridges Bay,,72.786
15-Jul-22,Highland Creek,,257.017
15-Jul-22,Humber,80.905,113.034
16-Jul-22,Ashbridges Bay,,72.786
16-Jul-22,Highland Creek,276.081,294.56
16-Jul-22,Humber,,113.034
17-Jul-22,Ashbridges Bay,202.951,101.551
17-Jul-22,Highland Creek,341.23,303.894
17-Jul-22,Humber,,113.034
18-Jul-22,Ashbridges Bay,100.164,101.274
18-Jul-22,Highland Creek,632.69,385.038
18-Jul-22,Humber,197.149,139.132
19-Jul-22,Ashbridges Bay,315.979,148.824
19-Jul-22,Highland Creek,175.88,371.995
19-Jul-22,Humber,92.91,119.96
20-Jul-22,Ashbridges Bay,60.9,149.414
20-Jul-22,Highland Creek,122.125,309.601
20-Jul-22,Humber,97.418,99.472
21-Jul-22,Ashbridges Bay,113.591,158.717
21-Jul-22,Highland Creek,,309.601
21-Jul-22,Humber,263.996,146.476
22-Jul-22,Ashbridges Bay,,158.717
22-Jul-22,Highland Creek,,309.601
22-Jul-22,Humber,103.391,150.973
23-Jul-22,Ashbridges Bay,,158.717
23-Jul-22,Highland Creek,98.393,274.064
23-Jul-22,Humber,,150.973
24-Jul-22,Ashbridges Bay,239.493,166.025
24-Jul-22,Highland Creek,125.934,231.004
24-Jul-22,Humber,,150.973
25-Jul-22,Ashbridges Bay,82.027,162.398
25-Jul-22,Highland Creek,359.968,176.46
25-Jul-22,Humber,237.322,159.007
26-Jul-22,Ashbridges Bay,131.126,125.427
26-Jul-22,Highland Creek,310.056,203.295
26-Jul-22,Humber,233.902,187.206
27-Jul-22,Ashbridges Bay,48.362,122.92
27-Jul-22,Highland Creek,336.385,246.147
27-Jul-22,Humber,94.714,186.665
28-Jul-22,Ashbridges Bay,34.82,107.165
28-Jul-22,Highland Creek,,246.147
28-Jul-22,Humber,89.972,151.86
29-Jul-22,Ashbridges Bay,,107.165
29-Jul-22,Highland Creek,,246.147
29-Jul-22,Humber,153.199,161.822
30-Jul-22,Ashbridges Bay,,107.165
30-Jul-22,Highland Creek,293.182,285.105
30-Jul-22,Humber,,161.822
31-Jul-22,Ashbridges Bay,70.652,73.397
31-Jul-22,Highland Creek,234.935,306.905
31-Jul-22,Humber,,161.822
1-Aug-22,Ashbridges Bay,75.505,72.093
1-Aug-22,Highland Creek,105.997,256.111
1-Aug-22,Humber,150.514,144.46
2-Aug-22,Ashbridges Bay,104.805,66.829
2-Aug-22,Highland Creek,216.99,237.498
2-Aug-22,Humber,158.938,129.467
3-Aug-22,Ashbridges Bay,57.287,68.614
3-Aug-22,Highland Creek,113.496,192.92
3-Aug-22,Humber,213.975,153.319
4-Aug-22,Ashbridges Bay,105.429,82.736
4-Aug-22,Highland Creek,,192.92
4-Aug-22,Humber,89.717,153.268
5-Aug-22,Ashbridges Bay,,82.736
5-Aug-22,Highland Creek,,192.92
5-Aug-22,Humber,84.959,139.62
6-Aug-22,Ashbridges Bay,,82.736
6-Aug-22,Highland Creek,120.414,158.367
6-Aug-22,Humber,,139.62
7-Aug-22,Ashbridges Bay,56.98,80.001
7-Aug-22,Highland Creek,214.676,154.315
7-Aug-22,Humber,,139.62
8-Aug-22,Ashbridges Bay,60.295,76.959
8-Aug-22,Highland Creek,100.422,153.2
8-Aug-22,Humber,274.717,164.461
9-Aug-22,Ashbridges Bay,27.39,61.476
9-Aug-22,Highland Creek,164.856,142.773
9-Aug-22,Humber,194.613,171.596
10-Aug-22,Ashbridges Bay,60.407,62.1
10-Aug-22,Highland Creek,169.073,153.888
10-Aug-22,Humber,218.246,172.45
11-Aug-22,Ashbridges Bay,101.448,61.304
11-Aug-22,Highland Creek,,153.888
11-Aug-22,Humber,309.78,216.463
12-Aug-22,Ashbridges Bay,,61.304
12-Aug-22,Highland Creek,,153.888
12-Aug-22,Humber,37.152,206.902
13-Aug-22,Ashbridges Bay,,61.304
13-Aug-22,Highland Creek,112.582,152.322
13-Aug-22,Humber,,206.902
14-Aug-22,Ashbridges Bay,39.565,57.821
14-Aug-22,Highland Creek,,136.733
14-Aug-22,Humber,,206.902
15-Aug-22,Ashbridges Bay,113.289,68.42
15-Aug-22,Highland Creek,67.116,128.407
15-Aug-22,Humber,274.975,206.953
16-Aug-22,Ashbridges Bay,117.981,86.538
16-Aug-22,Highland Creek,132.769,120.385
16-Aug-22,Humber,143.782,196.787
17-Aug-22,Ashbridges Bay,80.506,90.558
17-Aug-22,Highland Creek,53.182,91.412
17-Aug-22,Humber,118.15,176.768
18-Aug-22,Ashbridges Bay,145.554,99.379
18-Aug-22,Highland Creek,,91.412
18-Aug-22,Humber,15.635,117.939
19-Aug-22,Ashbridges Bay,,99.379
19-Aug-22,Highland Creek,,91.412
19-Aug-22,Humber,21.671,114.843
20-Aug-22,Ashbridges Bay,,99.379
20-Aug-22,Highland Creek,259.628,128.174
20-Aug-22,Humber,,114.843
21-Aug-22,Ashbridges Bay,58.885,103.243
21-Aug-22,Highland Creek,195.761,141.691
21-Aug-22,Humber,,114.843
22-Aug-22,Ashbridges Bay,101.09,100.803
22-Aug-22,Highland Creek,141.369,156.542
22-Aug-22,Humber,484.409,156.729
23-Aug-22,Ashbridges Bay,77.673,92.742
23-Aug-22,Highland Creek,383.552,206.698
23-Aug-22,Humber,146.816,157.336
24-Aug-22,Ashbridges Bay,129.797,102.6
24-Aug-22,Highland Creek,636.8,323.422
24-Aug-22,Humber,171.868,168.08
25-Aug-22,Ashbridges Bay,63.443,86.178
25-Aug-22,Highland Creek,,323.422
25-Aug-22,Humber,281.561,221.265
26-Aug-22,Ashbridges Bay,,86.178
26-Aug-22,Highland Creek,,323.422
26-Aug-22,Humber,455.985,308.128
27-Aug-22,Ashbridges Bay,,86.178
27-Aug-22,Highland Creek,123.031,296.103
27-Aug-22,Humber,,308.128
28-Aug-22,Ashbridges Bay,59.057,86.212
28-Aug-22,Highland Creek,191.002,295.151
28-Aug-22,Humber,,308.128
29-Aug-22,Ashbridges Bay,128.935,91.781
29-Aug-22,Highland Creek,81.677,283.213
29-Aug-22,Humber,134.157,238.077
30-Aug-22,Ashbridges Bay,60.12,88.271
30-Aug-22,Highland Creek,261.556,258.813
30-Aug-22,Humber,161.033,240.921
31-Aug-22,Ashbridges Bay,85.164,79.344
31-Aug-22,Highland Creek,73.809,146.215
31-Aug-22,Humber,111.376,228.822
1-Sep-22,Ashbridges Bay,39.249,74.505
1-Sep-22,Highland Creek,,146.215
1-Sep-22,Humber,458.724,264.255
2-Sep-22,Ashbridges Bay,,74.505
2-Sep-22,Highland Creek,,146.215
2-Sep-22,Humber,310.404,235.139
3-Sep-22,Ashbridges Bay,,74.505
3-Sep-22,Highland Creek,140.869,149.783
3-Sep-22,Humber,,235.139
4-Sep-22,Ashbridges Bay,125.164,87.726
4-Sep-22,Highland Creek,186.284,148.839
4-Sep-22,Humber,,235.139
5-Sep-22,Ashbridges Bay,51.675,72.274
5-Sep-22,Highland Creek,258.275,184.158
5-Sep-22,Humber,28.472,214.002
6-Sep-22,Ashbridges Bay,107.955,81.841
6-Sep-22,Highland Creek,150.87,162.021
6-Sep-22,Humber,42.428,190.281
7-Sep-22,Ashbridges Bay,56.907,76.19
7-Sep-22,Highland Creek,103.178,167.895
7-Sep-22,Humber,7.402,169.486
8-Sep-22,Ashbridges Bay,63.896,81.119
8-Sep-22,Highland Creek,,167.895
8-Sep-22,Humber,20.583,81.858
9-Sep-22,Ashbridges Bay,,81.119
9-Sep-22,Highland Creek,,167.895
9-Sep-22,Humber,50.844,29.946
10-Sep-22,Ashbridges Bay,,81.119
10-Sep-22,Highland Creek,141.364,167.994
10-Sep-22,Humber,,29.946
11-Sep-22,Ashbridges Bay,56.084,67.303
11-Sep-22,Highland Creek,105.33,151.803
11-Sep-22,Humber,,29.946
12-Sep-22,Ashbridges Bay,110.798,79.128
12-Sep-22,Highland Creek,121.612,124.471
12-Sep-22,Humber,11.348,26.521
13-Sep-22,Ashbridges Bay,73.466,72.23
13-Sep-22,Highland Creek,104.882,115.273
13-Sep-22,Humber,98.073,37.65
14-Sep-22,Ashbridges Bay,95.352,79.919
14-Sep-22,Highland Creek,159.135,126.464
14-Sep-22,Humber,207.107,77.591
15-Sep-22,Ashbridges Bay,74.943,82.128
15-Sep-22,Highland Creek,,126.464
15-Sep-22,Humber,76.681,88.81
16-Sep-22,Ashbridges Bay,,82.128
16-Sep-22,Highland Creek,,126.464
16-Sep-22,Humber,69.397,92.521
17-Sep-22,Ashbridges Bay,,82.128
17-Sep-22,Highland Creek,179.42,134.076
17-Sep-22,Humber,,92.521
18-Sep-22,Ashbridges Bay,47.831,80.478
18-Sep-22,Highland Creek,120.946,137.199
18-Sep-22,Humber,,92.521
19-Sep-22,Ashbridges Bay,65.196,71.357
19-Sep-22,Highland Creek,256.399,164.156
19-Sep-22,Humber,552.468,200.745
20-Sep-22,Ashbridges Bay,96.672,75.999
20-Sep-22,Highland Creek,261.151,195.41
20-Sep-22,Humber,481.766,277.484
21-Sep-22,Ashbridges Bay,38.22,64.572
21-Sep-22,Highland Creek,200.112,203.605
21-Sep-22,Humber,426.344,321.331
22-Sep-22,Ashbridges Bay,38.228,57.229
22-Sep-22,Highland Creek,,203.605
22-Sep-22,Humber,162.004,338.396
23-Sep-22,Ashbridges Bay,,57.229
23-Sep-22,Highland Creek,,203.605
23-Sep-22,Humber,97.113,343.939
24-Sep-22,Ashbridges Bay,,57.229
24-Sep-22,Highland Creek,203.473,208.416
24-Sep-22,Humber,,343.939
25-Sep-22,Ashbridges Bay,191.75,86.013
25-Sep-22,Highland Creek,79.223,200.072
25-Sep-22,Humber,,343.939
26-Sep-22,Ashbridges Bay,71.92,87.358
26-Sep-22,Highland Creek,101.334,169.059
26-Sep-22,Humber,461.541,325.754
27-Sep-22,Ashbridges Bay,74.019,82.828
27-Sep-22,Highland Creek,77.891,132.407
27-Sep-22,Humber,284.542,286.309
28-Sep-22,Ashbridges Bay,61.349,87.453
28-Sep-22,Highland Creek,325.693,157.523
28-Sep-22,Humber,315.094,264.059
29-Sep-22,Ashbridges Bay,120.115,103.831
29-Sep-22,Highland Creek,,157.523
29-Sep-22,Humber,1031.636,437.985
30-Sep-22,Ashbridges Bay,,103.831
30-Sep-22,Highland Creek,,157.523
30-Sep-22,Humber,185.578,455.678
1-Oct-22,Ashbridges Bay,,103.831
1-Oct-22,Highland Creek,194.755,155.779
1-Oct-22,Humber,,455.678
2-Oct-22,Ashbridges Bay,189.31,103.343
2-Oct-22,Highland Creek,141.004,168.135
2-Oct-22,Humber,,455.678
3-Oct-22,Ashbridges Bay,76.886,104.336
3-Oct-22,Highland Creek,357.765,219.421
3-Oct-22,Humber,162.55,395.88
4-Oct-22,Ashbridges Bay,66.152,102.762
4-Oct-22,Highland Creek,179.721,239.787
4-Oct-22,Humber,127.133,364.398
5-Oct-22,Ashbridges Bay,198.014,130.095
5-Oct-22,Highland Creek,300.957,234.84
5-Oct-22,Humber,196.116,340.602
6-Oct-22,Ashbridges Bay,123.303,130.733
6-Oct-22,Highland Creek,,234.84
6-Oct-22,Humber,157.678,165.811
7-Oct-22,Ashbridges Bay,,130.733
7-Oct-22,Highland Creek,,234.84
7-Oct-22,Humber,171.991,163.093
8-Oct-22,Ashbridges Bay,,130.733
8-Oct-22,Highland Creek,118.178,219.525
8-Oct-22,Humber,,163.093
9-Oct-22,Ashbridges Bay,144.233,121.717
9-Oct-22,Highland Creek,133.428,218.01
9-Oct-22,Humber,,163.093
10-Oct-22,Ashbridges Bay,102.472,126.835
10-Oct-22,Highland Creek,240.186,194.494
10-Oct-22,Humber,256.756,181.935
11-Oct-22,Ashbridges Bay,171.759,147.956
11-Oct-22,Highland Creek,297.322,218.014
11-Oct-22,Humber,195.597,195.627
12-Oct-22,Ashbridges Bay,179.837,144.321
12-Oct-22,Highland Creek,335.742,224.971
12-Oct-22,Humber,,195.505
13-Oct-22,Ashbridges Bay,99.559,139.572
13-Oct-22,Highland Creek,,224.971
13-Oct-22,Humber,194.221,204.641
14-Oct-22,Ashbridges Bay,,139.572
14-Oct-22,Highland Creek,,224.971
14-Oct-22,Humber,208.075,213.662
15-Oct-22,Ashbridges Bay,,139.572
15-Oct-22,Highland Creek,392.516,279.839
15-Oct-22,Humber,,213.662
