Sample Date,Site,SARS-Cov-2 normalized viral signal,Avg SARS-Cov-2 normalized viral signal
15-May-23,Highland Creek,23.671,60.078
15-May-23,Humber,195.133,220.701
16-May-23,Ashbridges Bay,204.251,55.013
16-May-23,Highland Creek,,60.078
16-May-23,Humber,50.978,170.39
17-May-23,Ashbridges Bay,14.743,54.256
17-May-23,Highland Creek,36.234,33.435
17-May-23,Humber,57.902,135.455
18-May-23,Ashbridges Bay,15.062,53.08
18-May-23,Highland Creek,,33.435
18-May-23,Humber,67.075,112.434
19-May-23,Ashbridges Bay,,53.08
19-May-23,Highland Creek,,33.435
19-May-23,Humber,100.264,94.27
20-May-23,Ashbridges Bay,,53.08
20-May-23,Highland Creek,,29.953
20-May-23,Humber,,94.27
21-May-23,Ashbridges Bay,9.803,51.501
21-May-23,Highland Creek,44.47,34.792
21-May-23,Humber,,94.27
22-May-23,Ashbridges Bay,18.335,52.439
22-May-23,Highland Creek,38.635,39.78
22-May-23,Humber,385.523,132.348
23-May-23,Ashbridges Bay,25.61,16.711
23-May-23,Highland Creek,,39.78
23-May-23,Humber,131.074,148.368
24-May-23,Ashbridges Bay,14.085,16.579
24-May-23,Highland Creek,22.31,35.138
24-May-23,Humber,346.223,206.032
25-May-23,Ashbridges Bay,19.048,17.376
25-May-23,Highland Creek,,35.138
25-May-23,Humber,214.99,235.615
26-May-23,Ashbridges Bay,,17.376
26-May-23,Highland Creek,,35.138
26-May-23,Humber,242.255,264.013
27-May-23,Ashbridges Bay,,17.376
27-May-23,Highland Creek,150.37,63.946
27-May-23,Humber,,264.013
28-May-23,Ashbridges Bay,23.908,20.197
28-May-23,Highland Creek,,70.438
28-May-23,Humber,,264.013
29-May-23,Ashbridges Bay,14.716,19.474
29-May-23,Highland Creek,40.649,71.11
29-May-23,Humber,,233.635
30-May-23,Ashbridges Bay,14.396,17.231
30-May-23,Highland Creek,,71.11
30-May-23,Humber,2.799,201.567
31-May-23,Ashbridges Bay,17.989,18.012
31-May-23,Highland Creek,79.85,90.29
31-May-23,Humber,1.128,115.293
1-Jun-23,Ashbridges Bay,24.783,19.158
1-Jun-23,Highland Creek,,90.29
1-Jun-23,Humber,29.203,68.846
2-Jun-23,Ashbridges Bay,,19.158
2-Jun-23,Highland Creek,,90.29
2-Jun-23,Humber,4.236,9.341
3-Jun-23,Ashbridges Bay,,19.158
3-Jun-23,Highland Creek,38.909,53.136
3-Jun-23,Humber,,9.341
4-Jun-23,Ashbridges Bay,18.638,18.105
4-Jun-23,Highland Creek,,53.136
4-Jun-23,Humber,,9.341
5-Jun-23,Ashbridges Bay,33.695,21.9
5-Jun-23,Highland Creek,54.977,57.912
5-Jun-23,Humber,6.708,8.815
6-Jun-23,Ashbridges Bay,9.305,20.882
6-Jun-23,Highland Creek,,57.912
6-Jun-23,Humber,3.915,9.038
7-Jun-23,Ashbridges Bay,17.397,20.764
7-Jun-23,Highland Creek,55.863,49.916
7-Jun-23,Humber,,11.016
8-Jun-23,Ashbridges Bay,19.538,19.715
8-Jun-23,Highland Creek,,49.916
8-Jun-23,Humber,0.112,3.743
9-Jun-23,Ashbridges Bay,,19.715
9-Jun-23,Highland Creek,,49.916
9-Jun-23,Humber,142.495,38.308
10-Jun-23,Ashbridges Bay,,19.715
10-Jun-23,Highland Creek,25.467,45.436
10-Jun-23,Humber,,38.308
11-Jun-23,Ashbridges Bay,25.4,21.067
11-Jun-23,Highland Creek,,45.436
11-Jun-23,Humber,,38.308
12-Jun-23,Ashbridges Bay,11.175,16.563
12-Jun-23,Highland Creek,39.621,40.317
12-Jun-23,Humber,6.586,38.277
13-Jun-23,Ashbridges Bay,24.718,19.645
13-Jun-23,Highland Creek,,40.317
13-Jun-23,Humber,101.05,62.561
14-Jun-23,Ashbridges Bay,9.926,18.151
14-Jun-23,Highland Creek,21.126,28.738
14-Jun-23,Humber,448.836,139.816
15-Jun-23,Ashbridges Bay,16.963,17.636
15-Jun-23,Highland Creek,,28.738
15-Jun-23,Humber,272.535,194.3
16-Jun-23,Ashbridges Bay,,17.636
16-Jun-23,Highland Creek,,28.738
16-Jun-23,Humber,225.311,210.864
17-Jun-23,Ashbridges Bay,,17.636
17-Jun-23,Highland Creek,18.784,26.51
17-Jun-23,Humber,,210.864
18-Jun-23,Ashbridges Bay,5.093,13.575
18-Jun-23,Highland Creek,,26.51
18-Jun-23,Humber,,210.864
19-Jun-23,Ashbridges Bay,4.965,12.333
19-Jun-23,Highland Creek,36.747,25.552
19-Jun-23,Humber,0.072,209.561
20-Jun-23,Ashbridges Bay,39.959,15.381
20-Jun-23,Highland Creek,,25.552
20-Jun-23,Humber,0.121,189.375
21-Jun-23,Ashbridges Bay,9.6,15.316
21-Jun-23,Highland Creek,93.965,49.832
21-Jun-23,Humber,0.113,99.631
22-Jun-23,Ashbridges Bay,4.529,12.829
22-Jun-23,Highland Creek,,49.832
22-Jun-23,Humber,56.522,56.428
23-Jun-23,Ashbridges Bay,,12.829
23-Jun-23,Highland Creek,,49.832
23-Jun-23,Humber,117.829,34.932
24-Jun-23,Ashbridges Bay,,12.829
24-Jun-23,Highland Creek,31.161,53.958
24-Jun-23,Humber,,34.932
25-Jun-23,Ashbridges Bay,12.459,14.302
25-Jun-23,Highland Creek,,53.958
25-Jun-23,Humber,,34.932
26-Jun-23,Ashbridges Bay,9.92,15.293
26-Jun-23,Highland Creek,65.373,63.5
26-Jun-23,Humber,121.834,59.284
27-Jun-23,Ashbridges Bay,9.247,9.151
27-Jun-23,Highland Creek,,63.5
27-Jun-23,Humber,144.781,88.216
28-Jun-23,Ashbridges Bay,11.553,9.542
28-Jun-23,Highland Creek,17.074,37.869
28-Jun-23,Humber,570.782,202.35
29-Jun-23,Ashbridges Bay,13.888,11.413
29-Jun-23,Highland Creek,,37.869
29-Jun-23,Humber,38.47,198.739
30-Jun-23,Ashbridges Bay,,11.413
30-Jun-23,Highland Creek,,37.869
30-Jun-23,Humber,52.918,185.757
1-Jul-23,Ashbridges Bay,,11.413
1-Jul-23,Highland Creek,,41.223
1-Jul-23,Humber,,185.757
2-Jul-23,Ashbridges Bay,6.962,10.314
2-Jul-23,Highland Creek,22.687,35.044
2-Jul-23,Humber,,185.757
3-Jul-23,Ashbridges Bay,9.574,10.245
3-Jul-23,Highland Creek,73.414,37.725
3-Jul-23,Humber,0.087,161.408
4-Jul-23,Ashbridges Bay,14.17,11.229
4-Jul-23,Highland Creek,,37.725
4-Jul-23,Humber,0.106,132.472
5-Jul-23,Ashbridges Bay,6.272,10.173
5-Jul-23,Highland Creek,57.601,51.234
5-Jul-23,Humber,0.238,18.364
6-Jul-23,Ashbridges Bay,11.701,9.736
6-Jul-23,Highland Creek,,51.234
6-Jul-23,Humber,15.585,13.787
7-Jul-23,Ashbridges Bay,,9.736
7-Jul-23,Highland Creek,,51.234
7-Jul-23,Humber,8.732,4.949
8-Jul-23,Ashbridges Bay,,9.736
8-Jul-23,Highland Creek,115.006,67.177
8-Jul-23,Humber,,4.949
9-Jul-23,Ashbridges Bay,7.898,9.923
9-Jul-23,Highland Creek,,82.007
9-Jul-23,Humber,,4.949
10-Jul-23,Ashbridges Bay,7.836,9.575
10-Jul-23,Highland Creek,18.693,63.766
10-Jul-23,Humber,83.743,21.681
11-Jul-23,Ashbridges Bay,10.616,8.865
11-Jul-23,Highland Creek,,63.766
11-Jul-23,Humber,51.132,31.886
12-Jul-23,Ashbridges Bay,10.012,9.613
12-Jul-23,Highland Creek,20.621,51.44
12-Jul-23,Humber,3.774,32.593
13-Jul-23,Ashbridges Bay,11.575,9.587
13-Jul-23,Highland Creek,,51.44
13-Jul-23,Humber,40.559,37.588
14-Jul-23,Ashbridges Bay,,9.587
14-Jul-23,Highland Creek,,51.44
14-Jul-23,Humber,76.616,51.165
15-Jul-23,Ashbridges Bay,,9.587
15-Jul-23,Highland Creek,30.725,23.346
15-Jul-23,Humber,,51.165
16-Jul-23,Ashbridges Bay,23.051,12.618
16-Jul-23,Highland Creek,,23.346
16-Jul-23,Humber,,51.165
17-Jul-23,Ashbridges Bay,8.592,12.769
17-Jul-23,Highland Creek,54.503,35.283
17-Jul-23,Humber,87.49,51.914
18-Jul-23,Ashbridges Bay,11.54,12.954
18-Jul-23,Highland Creek,,35.283
18-Jul-23,Humber,59.87,53.662
19-Jul-23,Ashbridges Bay,13.698,13.691
19-Jul-23,Highland Creek,52.356,45.861
19-Jul-23,Humber,46.468,62.201
20-Jul-23,Ashbridges Bay,31.298,17.636
20-Jul-23,Highland Creek,,45.861
20-Jul-23,Humber,66.554,67.4
21-Jul-23,Ashbridges Bay,,17.636
21-Jul-23,Highland Creek,,45.861
21-Jul-23,Humber,53.136,62.704
22-Jul-23,Ashbridges Bay,,17.636
22-Jul-23,Highland Creek,26.54,44.466
22-Jul-23,Humber,,62.704
23-Jul-23,Ashbridges Bay,14.552,15.936
23-Jul-23,Highland Creek,,44.466
23-Jul-23,Humber,,62.704
24-Jul-23,Ashbridges Bay,15.614,17.34
24-Jul-23,Highland Creek,38.308,39.068
24-Jul-23,Humber,0.386,45.283
25-Jul-23,Ashbridges Bay,8.459,16.724
25-Jul-23,Highland Creek,,39.068
25-Jul-23,Humber,0.208,33.351
26-Jul-23,Ashbridges Bay,10.35,16.055
26-Jul-23,Highland Creek,27.807,30.885
26-Jul-23,Humber,33.785,30.814
27-Jul-23,Ashbridges Bay,76.363,25.068
27-Jul-23,Highland Creek,,30.885
27-Jul-23,Humber,29.568,23.417
28-Jul-23,Ashbridges Bay,,25.068
28-Jul-23,Highland Creek,,30.885
28-Jul-23,Humber,65.901,25.97
29-Jul-23,Ashbridges Bay,,25.068
29-Jul-23,Highland Creek,36.59,34.235
29-Jul-23,Humber,,25.97
30-Jul-23,Ashbridges Bay,10.91,24.339
30-Jul-23,Highland Creek,,34.235
30-Jul-23,Humber,,25.97
31-Jul-23,Ashbridges Bay,13.035,23.823
31-Jul-23,Highland Creek,16.562,26.986
31-Jul-23,Humber,69.04,39.701
1-Aug-23,Ashbridges Bay,10.79,24.29
1-Aug-23,Highland Creek,,26.986
1-Aug-23,Humber,23.912,44.441
2-Aug-23,Ashbridges Bay,12.974,24.814
2-Aug-23,Highland Creek,51.742,34.965
2-Aug-23,Humber,105.55,58.794
3-Aug-23,Ashbridges Bay,18.082,13.158
3-Aug-23,Highland Creek,,34.965
3-Aug-23,Humber,57.6,64.401
4-Aug-23,Ashbridges Bay,,13.158
4-Aug-23,Highland Creek,,34.965
4-Aug-23,Humber,179.513,87.123
5-Aug-23,Ashbridges Bay,,13.158
5-Aug-23,Highland Creek,61.489,43.264
5-Aug-23,Humber,,87.123
6-Aug-23,Ashbridges Bay,13.599,13.696
6-Aug-23,Highland Creek,,43.264
6-Aug-23,Humber,,87.123
7-Aug-23,Ashbridges Bay,15.242,14.137
7-Aug-23,Highland Creek,55.312,56.181
7-Aug-23,Humber,24.6,78.235
8-Aug-23,Ashbridges Bay,,14.974
8-Aug-23,Highland Creek,,56.181
8-Aug-23,Humber,56.788,84.81
9-Aug-23,Ashbridges Bay,13.643,15.141
9-Aug-23,Highland Creek,73.973,63.591
9-Aug-23,Humber,50.461,73.792
10-Aug-23,Ashbridges Bay,51.534,23.504
10-Aug-23,Highland Creek,,63.591
10-Aug-23,Humber,0.049,62.282
11-Aug-23,Ashbridges Bay,,23.504
11-Aug-23,Highland Creek,,63.591
11-Aug-23,Humber,6.075,27.595
12-Aug-23,Ashbridges Bay,,23.504
12-Aug-23,Highland Creek,65.308,64.864
12-Aug-23,Humber,,27.595
13-Aug-23,Ashbridges Bay,28.931,27.337
13-Aug-23,Highland Creek,,64.864
13-Aug-23,Humber,,27.595
14-Aug-23,Ashbridges Bay,14.009,27.029
14-Aug-23,Highland Creek,27.342,55.541
14-Aug-23,Humber,58.347,34.344
15-Aug-23,Ashbridges Bay,13.252,24.274
15-Aug-23,Highland Creek,,55.541
15-Aug-23,Humber,19.571,26.901
16-Aug-23,Ashbridges Bay,18.516,25.249
16-Aug-23,Highland Creek,70.479,54.376
16-Aug-23,Humber,26.457,22.1
17-Aug-23,Ashbridges Bay,16.34,18.21
17-Aug-23,Highland Creek,,54.376
17-Aug-23,Humber,103.802,42.851
18-Aug-23,Ashbridges Bay,,18.21
18-Aug-23,Highland Creek,,54.376
18-Aug-23,Humber,35.25,48.686
19-Aug-23,Ashbridges Bay,,18.21
19-Aug-23,Highland Creek,143.101,80.308
19-Aug-23,Humber,,48.686
20-Aug-23,Ashbridges Bay,79.201,28.264
20-Aug-23,Highland Creek,,80.308
20-Aug-23,Humber,,48.686
21-Aug-23,Ashbridges Bay,11.709,27.804
21-Aug-23,Highland Creek,34.998,82.86
21-Aug-23,Humber,46.188,46.254
22-Aug-23,Ashbridges Bay,24.705,30.094
22-Aug-23,Highland Creek,,82.86
22-Aug-23,Humber,36.07,49.554
23-Aug-23,Ashbridges Bay,26.672,31.725
23-Aug-23,Highland Creek,28.424,68.841
23-Aug-23,Humber,52.416,54.745
24-Aug-23,Ashbridges Bay,22.117,32.881
24-Aug-23,Highland Creek,,68.841
24-Aug-23,Humber,0.272,34.039
25-Aug-23,Ashbridges Bay,,32.881
25-Aug-23,Highland Creek,,68.841
25-Aug-23,Humber,183.407,63.671
26-Aug-23,Ashbridges Bay,,32.881
26-Aug-23,Highland Creek,77.532,46.985
26-Aug-23,Humber,,63.671
27-Aug-23,Ashbridges Bay,22.388,21.518
27-Aug-23,Highland Creek,,46.985
27-Aug-23,Humber,,63.671
28-Aug-23,Ashbridges Bay,20.467,23.27
28-Aug-23,Highland Creek,87.441,64.466
28-Aug-23,Humber,212.647,96.962
29-Aug-23,Ashbridges Bay,47.365,27.802
29-Aug-23,Highland Creek,,64.466
29-Aug-23,Humber,198.348,129.418
30-Aug-23,Ashbridges Bay,36.714,29.81
30-Aug-23,Highland Creek,181.261,115.411
30-Aug-23,Humber,162.493,151.434
31-Aug-23,Ashbridges Bay,23.585,30.104
31-Aug-23,Highland Creek,,115.411
31-Aug-23,Humber,29.716,157.322
1-Sep-23,Ashbridges Bay,,30.104
1-Sep-23,Highland Creek,,115.411
1-Sep-23,Humber,610.807,242.802
2-Sep-23,Ashbridges Bay,,30.104
2-Sep-23,Highland Creek,,134.351
2-Sep-23,Humber,,242.802
3-Sep-23,Ashbridges Bay,31.346,31.895
3-Sep-23,Highland Creek,,134.351
3-Sep-23,Humber,,242.802
4-Sep-23,Ashbridges Bay,34.105,34.623
4-Sep-23,Highland Creek,124.086,152.673
4-Sep-23,Humber,96.132,219.499
5-Sep-23,Ashbridges Bay,31.896,31.529
5-Sep-23,Highland Creek,,152.673
5-Sep-23,Humber,541.787,288.187
6-Sep-23,Ashbridges Bay,65.375,37.261
6-Sep-23,Highland Creek,193.181,158.633
6-Sep-23,Humber,0.174,255.723
7-Sep-23,Ashbridges Bay,32.96,39.136
7-Sep-23,Highland Creek,,158.633
7-Sep-23,Humber,225.791,294.938
8-Sep-23,Ashbridges Bay,,39.136
8-Sep-23,Highland Creek,,158.633
8-Sep-23,Humber,141.649,201.107
9-Sep-23,Ashbridges Bay,,39.136
9-Sep-23,Highland Creek,312.88,210.049
9-Sep-23,Humber,,201.107
10-Sep-23,Ashbridges Bay,81.326,49.132
10-Sep-23,Highland Creek,,210.049
10-Sep-23,Humber,,201.107
11-Sep-23,Ashbridges Bay,57.879,53.887
11-Sep-23,Highland Creek,86.331,197.464
11-Sep-23,Humber,183.403,218.561
12-Sep-23,Ashbridges Bay,66.678,60.843
12-Sep-23,Highland Creek,,197.464
12-Sep-23,Humber,275.081,165.22
13-Sep-23,Ashbridges Bay,32.14,54.196
13-Sep-23,Highland Creek,187.39,195.534
13-Sep-23,Humber,151.131,195.411
14-Sep-23,Ashbridges Bay,42.24,56.052
14-Sep-23,Highland Creek,,195.534
14-Sep-23,Humber,180.141,186.281
15-Sep-23,Ashbridges Bay,,56.052
15-Sep-23,Highland Creek,,195.534
15-Sep-23,Humber,148.727,187.697
16-Sep-23,Ashbridges Bay,,56.052
16-Sep-23,Highland Creek,80.79,118.17
16-Sep-23,Humber,,187.697
17-Sep-23,Ashbridges Bay,29.738,45.735
17-Sep-23,Highland Creek,,118.17
17-Sep-23,Humber,,187.697
18-Sep-23,Ashbridges Bay,33.312,40.821
18-Sep-23,Highland Creek,112.29,126.823
18-Sep-23,Humber,59.173,162.851
19-Sep-23,Ashbridges Bay,54.875,38.461
19-Sep-23,Highland Creek,,126.823
19-Sep-23,Humber,45.579,116.95
20-Sep-23,Ashbridges Bay,61.573,44.348
20-Sep-23,Highland Creek,125.964,106.348
20-Sep-23,Humber,,108.405
21-Sep-23,Ashbridges Bay,64.24,48.747
21-Sep-23,Highland Creek,,106.348
21-Sep-23,Humber,382.587,159.017
22-Sep-23,Ashbridges Bay,,48.747
22-Sep-23,Highland Creek,,106.348
22-Sep-23,Humber,197.495,171.209
23-Sep-23,Ashbridges Bay,,48.747
23-Sep-23,Highland Creek,172.516,136.923
23-Sep-23,Humber,,171.209
24-Sep-23,Ashbridges Bay,62.796,55.359
24-Sep-23,Highland Creek,,136.923
24-Sep-23,Humber,,171.209
25-Sep-23,Ashbridges Bay,96.335,67.964
25-Sep-23,Highland Creek,87.602,128.694
25-Sep-23,Humber,20.728,161.597
26-Sep-23,Ashbridges Bay,80.282,73.045
26-Sep-23,Highland Creek,,128.694
26-Sep-23,Humber,84.999,171.452
27-Sep-23,Ashbridges Bay,78.605,76.451
27-Sep-23,Highland Creek,120.395,126.838
27-Sep-23,Humber,33.224,143.807
28-Sep-23,Ashbridges Bay,93.923,82.388
28-Sep-23,Highland Creek,,126.838
28-Sep-23,Humber,72.367,81.763
29-Sep-23,Ashbridges Bay,,82.388
29-Sep-23,Highland Creek,,126.838
29-Sep-23,Humber,107.6,63.784
30-Sep-23,Ashbridges Bay,,82.388
30-Sep-23,Highland Creek,108.83,105.609
30-Sep-23,Humber,,63.784
1-Oct-23,Ashbridges Bay,106.843,91.198
1-Oct-23,Highland Creek,,105.609
1-Oct-23,Humber,,63.784
2-Oct-23,Ashbridges Bay,54.833,82.897
2-Oct-23,Highland Creek,189.693,139.639
2-Oct-23,Humber,57.739,71.186
3-Oct-23,Ashbridges Bay,45.511,75.943
3-Oct-23,Highland Creek,,139.639
3-Oct-23,Humber,26.002,59.386
4-Oct-23,Ashbridges Bay,33.834,66.989
4-Oct-23,Highland Creek,262.901,187.141
4-Oct-23,Humber,50.771,62.896
5-Oct-23,Ashbridges Bay,74.137,63.032
5-Oct-23,Highland Creek,,187.141
5-Oct-23,Humber,106.944,69.811
6-Oct-23,Ashbridges Bay,,63.032
6-Oct-23,Highland Creek,,187.141
6-Oct-23,Humber,66.298,61.551
7-Oct-23,Ashbridges Bay,,63.032
7-Oct-23,Highland Creek,248.69,233.761
7-Oct-23,Humber,,61.551
8-Oct-23,Ashbridges Bay,41.18,49.899
8-Oct-23,Highland Creek,,233.761
8-Oct-23,Humber,,61.551
9-Oct-23,Ashbridges Bay,60.309,50.994
9-Oct-23,Highland Creek,124.477,212.023
9-Oct-23,Humber,67.921,63.587
10-Oct-23,Ashbridges Bay,42.7,50.432
10-Oct-23,Highland Creek,,212.023
10-Oct-23,Humber,10.721,60.531
11-Oct-23,Ashbridges Bay,95.837,62.833
11-Oct-23,Highland Creek,99.195,157.454
11-Oct-23,Humber,58.143,62.006
12-Oct-23,Ashbridges Bay,85.124,65.03
12-Oct-23,Highland Creek,,157.454
12-Oct-23,Humber,38.634,48.344
13-Oct-23,Ashbridges Bay,,65.03
13-Oct-23,Highland Creek,,157.454
13-Oct-23,Humber,167.482,68.58
14-Oct-23,Ashbridges Bay,,65.03
14-Oct-23,Highland Creek,129.293,117.655
14-Oct-23,Humber,,68.58
15-Oct-23,Ashbridges Bay,31.937,63.181
15-Oct-23,Highland Creek,,117.655
15-Oct-23,Humber,,68.58
16-Oct-23,Ashbridges Bay,37.145,58.549
16-Oct-23,Highland Creek,62.282,96.924
16-Oct-23,Humber,59.025,66.801
17-Oct-23,Ashbridges Bay,42.466,58.502
17-Oct-23,Highland Creek,,96.924
17-Oct-23,Humber,114.488,87.554
18-Oct-23,Ashbridges Bay,51.647,49.664
18-Oct-23,Highland Creek,204.49,132.022
18-Oct-23,Humber,145.961,105.118
19-Oct-23,Ashbridges Bay,69.493,46.537
19-Oct-23,Highland Creek,,132.022
19-Oct-23,Humber,,121.739
20-Oct-23,Ashbridges Bay,,46.537
20-Oct-23,Highland Creek,,132.022
20-Oct-23,Humber,697.787,254.315
21-Oct-23,Ashbridges Bay,,46.537
21-Oct-23,Highland Creek,136.675,134.482
21-Oct-23,Humber,,254.315
22-Oct-23,Ashbridges Bay,71.027,54.356
22-Oct-23,Highland Creek,,134.482
22-Oct-23,Humber,,254.315
23-Oct-23,Ashbridges Bay,77.004,62.327
23-Oct-23,Highland Creek,166.406,169.19
23-Oct-23,Humber,14.547,243.196
24-Oct-23,Ashbridges Bay,81.515,70.137
24-Oct-23,Highland Creek,,169.19
24-Oct-23,Humber,11.783,217.52
25-Oct-23,Ashbridges Bay,48.286,69.465
25-Oct-23,Highland Creek,347.586,216.889
25-Oct-23,Humber,14.415,184.633
26-Oct-23,Ashbridges Bay,141.245,83.815
26-Oct-23,Highland Creek,,216.889
26-Oct-23,Humber,83.573,164.421
27-Oct-23,Ashbridges Bay,,83.815
27-Oct-23,Highland Creek,,216.889
27-Oct-23,Humber,139.184,52.7
28-Oct-23,Ashbridges Bay,,83.815
28-Oct-23,Highland Creek,339.533,284.508
28-Oct-23,Humber,,52.7
29-Oct-23,Ashbridges Bay,35.927,76.795
29-Oct-23,Highland Creek,,284.508
29-Oct-23,Humber,,52.7
30-Oct-23,Ashbridges Bay,66.965,74.787
30-Oct-23,Highland Creek,176.794,287.971
30-Oct-23,Humber,130.668,75.924
31-Oct-23,Ashbridges Bay,53.301,69.145
31-Oct-23,Highland Creek,,287.971
31-Oct-23,Humber,283.818,130.331
1-Nov-23,Ashbridges Bay,55.959,70.679
1-Nov-23,Highland Creek,187.581,234.636
1-Nov-23,Humber,122.986,152.046
2-Nov-23,Ashbridges Bay,97.798,61.99
2-Nov-23,Highland Creek,,234.636
2-Nov-23,Humber,127.503,160.832
3-Nov-23,Ashbridges Bay,,61.99
3-Nov-23,Highland Creek,,234.636
3-Nov-23,Humber,219.252,176.845
4-Nov-23,Ashbridges Bay,,61.99
4-Nov-23,Highland Creek,231.688,198.688
4-Nov-23,Humber,,176.845
5-Nov-23,Ashbridges Bay,43.8,63.564
5-Nov-23,Highland Creek,,198.688
5-Nov-23,Humber,,176.845
6-Nov-23,Ashbridges Bay,84.981,67.168
6-Nov-23,Highland Creek,227.472,215.58
6-Nov-23,Humber,60.935,162.899
7-Nov-23,Ashbridges Bay,70.717,70.651
7-Nov-23,Highland Creek,,215.58
7-Nov-23,Humber,48.515,115.838
8-Nov-23,Ashbridges Bay,109.497,81.358
8-Nov-23,Highland Creek,295.125,251.428
8-Nov-23,Humber,130.499,117.341
9-Nov-23,Ashbridges Bay,75.33,76.865
9-Nov-23,Highland Creek,,251.428
9-Nov-23,Humber,3992.64,890.368
10-Nov-23,Ashbridges Bay,,76.865
10-Nov-23,Highland Creek,,251.428
10-Nov-23,Humber,348.869,916.292
11-Nov-23,Ashbridges Bay,,76.865
11-Nov-23,Highland Creek,658.653,393.75
11-Nov-23,Humber,,916.292
12-Nov-23,Ashbridges Bay,104.247,88.954
12-Nov-23,Highland Creek,,393.75
12-Nov-23,Humber,,916.292
13-Nov-23,Ashbridges Bay,47.856,81.529
13-Nov-23,Highland Creek,408.508,454.095
13-Nov-23,Humber,72.035,918.512
14-Nov-23,Ashbridges Bay,47.481,76.882
14-Nov-23,Highland Creek,,454.095
14-Nov-23,Humber,122.575,933.324
15-Nov-23,Ashbridges Bay,86.418,72.266
15-Nov-23,Highland Creek,313.291,460.151
15-Nov-23,Humber,89.804,925.185
